reference,year,country_name,hdi_category,indicator_name,values
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Togo,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,60
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,55
,,Senegal,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,29
,,Eritrea,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,4
,,Nigeria,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,34
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,58
,,Guinea,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,56
,,Rwanda,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,13
,,Angola,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,63
,,Benin,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,60
,,Malawi,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,28
,,Zambia,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,52
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,58
,,Burundi,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,31
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,45
,,Ethiopia,LOW HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,3
,,Chad,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,44
,,Central African Republic,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,69
,,Mozambique,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,15
,,Mali,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,38
,,Niger,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,48
,,Guinea-Bissau,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,58
,,Burkina Faso,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,50
,,Sierra Leone,,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,61
,,Iceland,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",2
,,Norway,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",4
,,Australia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Canada,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",4
,,Ireland,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",10
,,Sweden,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",5
,,Switzerland,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Japan,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",38
,,Netherlands,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",5
,,France,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",10
,,Finland,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",5
,,United States,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",3
,,Spain,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",22
,,Denmark,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Austria,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",9
,,United Kingdom,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",11
,,Belgium,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",10
,,Luxembourg,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",9
,,New Zealand,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",9
,,Italy,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",5
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",77
,,Germany,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Israel,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Greece,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",15
,,Singapore,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",28
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",135
,,Slovenia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",15
,,Cyprus,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",5
,,Portugal,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",25
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",63
,,Barbados,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",12
,,Czech Republic,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",11
,,Kuwait,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",28
,,Malta,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",4
,,Qatar,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",65
,,Hungary,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",25
,,Poland,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",29
,,Argentina,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",51
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",24
,,Chile,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",16
,,Bahrain,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",43
,,Slovakia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",20
,,Lithuania,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",63
,,Estonia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",46
,,Latvia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",66
,,Uruguay,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",33
,,Croatia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",65
,,Costa Rica,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",17
,,Bahamas,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",49
,,Seychelles,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",56
,,Cuba,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",11
,,Mexico,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",27
,,Bulgaria,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",41
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",17
,,Tonga,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",32
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",18
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",9
,,Oman,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",11
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",13
,,Romania,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",146
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",58
,,Panama,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",46
,,Malaysia,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",131
,,Belarus,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",70
,,Mauritius,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",132
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",57
,,Russian Federation,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",150
,,Albania,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",28
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",33
,,Brazil,HIGH HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",76
,,Dominica,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",24
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",22
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",155
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",52
,,Colombia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",66
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",120
,,Samoa,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",27
,,Thailand,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",204
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",116
,,Belize,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",55
,,China,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",208
,,Grenada,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",8
,,Armenia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",79
,,Turkey,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",44
,,Suriname,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",99
,,Jordan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",6
,,Peru,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",206
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",12
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",202
,,Philippines,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",450
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",28
,,Fiji,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",30
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",42
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",30
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",100
,,Georgia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",86
,,Guyana,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",194
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",85
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",80
,,Maldives,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",53
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",10
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",327
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",68
,,Algeria,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",55
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",235
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",36
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",262
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",46
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",90
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",74
,,Moldova,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",149
,,Egypt,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",32
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",139
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",206
,,Honduras,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",99
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",133
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",280
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",110
,,Gabon,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",385
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",84
,,South Africa,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",511
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",297
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",258
,,Botswana,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",556
,,Namibia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",577
,,Morocco,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",73
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",355
,,India,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",299
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",201
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",306
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",703
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",170
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",174
,,Comoros,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",89
,,Ghana,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",380
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",297
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",590
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",588
,,Congo,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",449
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",406
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ","1,211"
,,Nepal,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",244
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",396
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",206
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",475
,,Haiti,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",405
,,Sudan,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",400
,,Kenya,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",936
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ","1,161"
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",713
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",631
,,Togo,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",753
,,Yemen,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",136
,,Uganda,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",559
,,Gambia,MEDIUM HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",352
,,Senegal,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",466
,,Eritrea,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",515
,,Nigeria,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",536
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",496
,,Guinea,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",431
,,Rwanda,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",673
,,Angola,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",333
,,Benin,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",144
,,Malawi,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",518
,,Zambia,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",618
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",659
,,Burundi,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",602
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",541
,,Ethiopia,LOW HUMAN DEVELOPMENT,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",546
,,Chad,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",495
,,Central African Republic,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",483
,,Mozambique,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",597
,,Mali,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",578
,,Niger,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",294
,,Guinea-Bissau,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",293
,,Burkina Faso,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",461
,,Sierra Leone,,"Tuberculosis cases Prevalence (per 100,000 people) 2005 ",905
,,Iceland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,53
,,Norway,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,44
,,Australia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,42
,,Canada,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,64
,,Ireland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Sweden,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,56
,,Switzerland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Japan,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,57
,,Netherlands,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,47
,,France,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Finland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,United States,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,85
,,Spain,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Denmark,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,71
,,Austria,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,56
,,United Kingdom,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Belgium,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,64
,,Luxembourg,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,59
,,New Zealand,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,51
,,Italy,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,72
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,55
,,Germany,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,52
,,Israel,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,42
,,Greece,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Singapore,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,100
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,18
,,Slovenia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,84
,,Cyprus,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,57
,,Portugal,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,85
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,112
,,Barbados,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,135
,,Czech Republic,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,65
,,Kuwait,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,66
,,Malta,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,50
,,Qatar,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,47
